-1046	pdr/PYRAZINAMIDE	C0003467	anxiety		3%	0.03	0.03
-1046	pdr/PYRAZINAMIDE	C0003467	anxiety		4%	0.04	0.04
-104741	dFNCZf6SHp4=	C0003467	Anxiety		postmarketing	0	0.001
-104741	dFNCZf6SHp4=	C0012833	Dizziness		postmarketing	0	0.001
-104865	AaBtcckNaOc=	C0012833	Dizziness		postmarketing	0	0.001
-104865	F6chy5gEAZs=	C0012833	Dizziness		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0002622	amnesia		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0003467	anxiety		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0009676	confusion		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0022107	irritability		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0085631	agitation		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0085633	mood swings		postmarketing	0	0.001
-10631	+CvyOfuUNOM=	C0751295	memory loss		postmarketing	0	0.001
-10631	011839s071lbl	C0011570	mental depression		potential	0	0
-10631	011839s071lbl	C0012833	dizziness		potential	0	0
-10631	011839s071lbl	C0022107	irritability		potential	0	0
-10631	021583lbl	C0013144	somnolence		postmarketing	0	0.001
-10631	021583s003lbl	C0013144	somnolence		postmarketing	0	0.001
-10631	021583s006lbl	C0013144	somnolence		postmarketing	0	0.001
-10631	20071101_390087A6-F3C3-4F0B-A930-79ACF412F153	C0013144	somnolence		postmarketing	0	0.001
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0003467	anxiety		2%	0.02	0.02
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0003467	anxiety		4%	0.04	0.04
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0003467	anxiety		5%	0.05	0.05
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0003467	anxiety	placebo	4%	0.04	0.04
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0012833	dizziness		3%	0.03	0.03
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0012833	dizziness		4%	0.04	0.04
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0012833	dizziness		5%	0.05	0.05
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0012833	dizziness		6%	0.06	0.06
-10631	pdr/MEDROXYPROGESTERONE_ACETATE	C0012833	dizziness	placebo	5%	0.05	0.05
-10631	wYEp3fQFaU8=	C0002622	amnesia		postmarketing	0	0.001
-10631	wYEp3fQFaU8=	C0003467	anxiety		postmarketing	0	0.001
-10631	wYEp3fQFaU8=	C0009676	confusion		postmarketing	0	0.001
-10631	wYEp3fQFaU8=	C0022107	irritability		postmarketing	0	0.001
-10631	wYEp3fQFaU8=	C0085631	agitation		postmarketing	0	0.001
-10631	wYEp3fQFaU8=	C0085633	mood swings		postmarketing	0	0.001
-10631	wYEp3fQFaU8=	C0751295	memory loss		postmarketing	0	0.001
-1065	20070119_5023F053-FCC4-4C2C-AA59-9EC198AD185E	C0012833	dizziness		3%	0.03	0.03
-1065	20070223_A08A0F0B-6CF5-4FA4-A861-0B054D6FDDFC	C0012833	dizziness		3%	0.03	0.03
-1065	20070426_A90A03B0-FFBE-4CF6-90B5-BFB0412A1CB2	C0220870	lightheadedness		15%	0.15	0.15
-110634	2008_-_May_PI_-_Levitra_PI	C0338591	transient global amnesia		postmarketing	0	0.001
-110634	6wNcEHckZiY=	C0002622	amnesia		postmarketing	0	0.001
-110634	6wNcEHckZiY=	C0003467	anxiety		postmarketing	0	0.001
-110634	kmToWxdEsoI=	C0002622	amnesia		postmarketing	0	0.001
-110634	kmToWxdEsoI=	C0003467	anxiety		postmarketing	0	0.001
-110634	mkEXquo3+tU=	C0002622	amnesia		postmarketing	0	0.001
-110634	mkEXquo3+tU=	C0003467	anxiety		postmarketing	0	0.001
-110634	pdr/Levitra_Tablets	C0012833	Dizziness		1%	0.01	0.01
-110634	pdr/Levitra_Tablets	C0012833	Dizziness		2%	0.02	0.02
-110634	pdr/VARDENAFIL_HYDROCHLORIDE	C0012833	Dizziness		1%	0.01	0.01
-110634	pdr/VARDENAFIL_HYDROCHLORIDE	C0012833	Dizziness		2%	0.02	0.02
-115237	021999lbl	C0009676	confusional state		infrequent	0.001	0.01
-115237	022043lbl	C0009676	confusional state		infrequent	0.001	0.01
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0012833	Dizziness		4%	0.04	0.04
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0012833	Dizziness		5%	0.05	0.05
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0012833	Dizziness		6%	0.06	0.06
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0012833	Dizziness	placebo	4%	0.04	0.04
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0013144	Somnolence		10%	0.1	0.1
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0013144	Somnolence		11%	0.11	0.11
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0013144	Somnolence		6%	0.06	0.06
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0013144	Somnolence		9%	0.09	0.09
-115237	20080208_7B8E5B26-B9E4-4704-921B-3C3C0D159916	C0013144	Somnolence	placebo	7%	0.07	0.07
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0003467	Anxiety		2%	0.02	0.02
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0003467	Anxiety		2.08%	0.0208333	0.0208333
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0003467	Anxiety		21.9%	0.21875	0.21875
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0003467	Anxiety		22%	0.22	0.22
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0012833	Dizziness		15.6%	0.15625	0.15625
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0012833	Dizziness		16%	0.16	0.16
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0013144	Somnolence		1%	0.01	0.01
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0013144	Somnolence		1.04%	0.0104167	0.0104167
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0013144	Somnolence		10%	0.1	0.1
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0013144	Somnolence		10.4%	0.104167	0.104167
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0022107	Irritability		1%	0.01	0.01
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0022107	Irritability		1.04%	0.0104167	0.0104167
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0022107	Irritability		11%	0.11	0.11
-119182	20080418_88950BA5-8C50-4F1D-B844-F5E8DDBD4274	C0022107	Irritability		11.5%	0.114583	0.114583
-122316	021641lbl	C0003467	anxiety		frequent	0.01	1
-122316	021641lbl	C0011206	delirium		rare	0	0.001
-122316	021641lbl	C0011253	delusions		infrequent	0.001	0.01
-122316	021641lbl	C0031212	personality disorder		infrequent	0.001	0.01
-122316	021641lbl	C0085628	stupor		rare	0	0.001
-122316	021641lbl	C0085631	agitation		infrequent	0.001	0.01
-122316	021641lbl	C0085632	apathy		rare	0	0.001
-122316	021641lbl	C0085633	emotional lability		infrequent	0.001	0.01
-122316	021641lbl	C0564408	manic		infrequent	0.001	0.01
-122316	SqQH9BE87c4=	C0003467	anxiety		frequent	0.01	1
-122316	SqQH9BE87c4=	C0011206	delirium		rare	0	0.001
-122316	SqQH9BE87c4=	C0011253	delusions		infrequent	0.001	0.01
-122316	SqQH9BE87c4=	C0031212	personality disorder		infrequent	0.001	0.01
-122316	SqQH9BE87c4=	C0085628	stupor		rare	0	0.001
-122316	SqQH9BE87c4=	C0085631	agitation		infrequent	0.001	0.01
-122316	SqQH9BE87c4=	C0085632	apathy		rare	0	0.001
-122316	SqQH9BE87c4=	C0085633	emotional lability		infrequent	0.001	0.01
-122316	SqQH9BE87c4=	C0564408	manic		infrequent	0.001	0.01
-122316	zy3xwGkntLQ=	C0003467	anxiety		frequent	0.01	1
-122316	zy3xwGkntLQ=	C0011206	delirium		rare	0	0.001
-122316	zy3xwGkntLQ=	C0011253	delusions		infrequent	0.001	0.01
-122316	zy3xwGkntLQ=	C0031212	personality disorder		infrequent	0.001	0.01
-122316	zy3xwGkntLQ=	C0085628	stupor		rare	0	0.001
-122316	zy3xwGkntLQ=	C0085631	agitation		infrequent	0.001	0.01
-122316	zy3xwGkntLQ=	C0085632	apathy		rare	0	0.001
-122316	zy3xwGkntLQ=	C0085633	emotional lability		infrequent	0.001	0.01
-122316	zy3xwGkntLQ=	C0564408	manic		infrequent	0.001	0.01
-123606	2004_-_jun_PI_-_Axert_PI	C0003467	anxiety		infrequent	0.001	0.01
-123606	2004_-_jun_PI_-_Axert_PI	C0012833	dizziness		frequent	0.01	1
-123606	2004_-_jun_PI_-_Axert_PI	C0013144	somnolence		frequent	0.01	1
-123606	2004_-_jun_PI_-_Axert_PI	C0015170	euphoria		rare	0	0.001
-123606	2004_-_jun_PI_-_Axert_PI	C0085631	restlessness		infrequent	0.001	0.01
-123606	2004_-_jun_PI_-_Axert_PI	C0086132	depressive symptoms		rare	0	0.001
-124087	20080319_5B79AFF4-9BED-429D-8DEF-A7929293387D	C0013144	Somnolence		2.1%	0.021	0.021
-124087	20080319_5B79AFF4-9BED-429D-8DEF-A7929293387D	C0013144	Somnolence	placebo	1.8%	0.018	0.018
-124087	pdr/Clarinex_D_24_Hour_Extended_Release_Tablets	C0012833	Dizziness		1%	0.01	0.01
-124087	pdr/Clarinex_D_24_Hour_Extended_Release_Tablets	C0012833	Dizziness		2%	0.02	0.02
-124087	pdr/Clarinex_D_24_Hour_Extended_Release_Tablets	C0013144	Somnolence		2%	0.02	0.02
-124087	pdr/Clarinex_D_24_Hour_Extended_Release_Tablets	C0013144	Somnolence		3%	0.03	0.03
-124087	pdr/Clarinex_Reditabs_Tablets	C0013144	Somnolence		1.8%	0.018	0.018
-124087	pdr/Clarinex_Reditabs_Tablets	C0013144	Somnolence		2.1%	0.021	0.021
-124087	pdr/Clarinex_Reditabs_Tablets	C0013144	Somnolence	placebo	1.8%	0.018	0.018
-124087	pdr/Clarinex_Syrup	C0013144	Somnolence		1.8%	0.018	0.018
-124087	pdr/Clarinex_Syrup	C0013144	Somnolence		2.1%	0.021	0.021
-124087	pdr/Clarinex_Syrup	C0013144	Somnolence	placebo	1.8%	0.018	0.018
-124087	pdr/Clarinex_Tablets	C0013144	Somnolence		1.8%	0.018	0.018
-124087	pdr/Clarinex_Tablets	C0013144	Somnolence		2.1%	0.021	0.021
-124087	pdr/Clarinex_Tablets	C0013144	Somnolence	placebo	1.8%	0.018	0.018
-124087	pdr/DESLORATADINE	C0012833	Dizziness		1%	0.01	0.01
-124087	pdr/DESLORATADINE	C0012833	Dizziness		2%	0.02	0.02
-124087	pdr/DESLORATADINE	C0013144	Somnolence		2%	0.02	0.02
-124087	pdr/DESLORATADINE	C0013144	Somnolence		3%	0.03	0.03
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0003467	Anxiety		3%	0.03	0.03
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0003467	Anxiety		4%	0.04	0.04
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0003467	Anxiety		5%	0.05	0.05
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0003467	Anxiety	placebo	2%	0.02	0.02
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0012833	Dizziness		10%	0.1	0.1
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0012833	Dizziness		13%	0.13	0.13
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0012833	Dizziness		15%	0.15	0.15
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0012833	Dizziness		16%	0.16	0.16
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0012833	Dizziness	placebo	5%	0.05	0.05
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0013144	Somnolence		12%	0.12	0.12
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0013144	Somnolence		4%	0.04	0.04
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0013144	Somnolence		9%	0.09	0.09
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0013144	Somnolence	placebo	4%	0.04	0.04
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0022107	Irritability		2%	0.02	0.02
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0022107	Irritability	placebo	1%	0.01	0.01
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0233414	Disturbance in attention		1%	0	0.01
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0233414	Disturbance in attention		1%	0.01	0.01
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0233414	Disturbance in attention		2%	0.02	0.02
-125017	20080327_0F43610C-F290-46EA-D186-4F998ED99FCE	C0233414	Disturbance in attention	placebo	1%	0	0.01
-12536	20070319_139C40E0-D219-403D-B677-323031A2FB6D	C0022107	Irritability		1%	0.01	0.01
-12536	20070319_139C40E0-D219-403D-B677-323031A2FB6D	C0022107	Irritability	placebo	0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia		0%	0	0
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia		1%	0.01	0.01
-125889	20070914_60185C88-ECFD-46F9-ADB9-B97C6B00A553	C0002622	Amnesia		2%	0.02	0.02
