-4095	C0009676	methadone	confusion
-4095	C0085631	methadone	agitation
-4095	C0022107	methadone	irritability
-4095	C0012833	methadone	dizziness
-4095	C0003467	methadone	anxiety
-4095	C0018524	methadone	hallucinations
-4095	C0233477	methadone	dysphoria
-4095	C0015170	methadone	euphoria
-4095	C0220870	methadone	lightheadedness
-4091	C0012833	metformin	dizziness
-4091	C0220870	metformin	lightheadedness
-4086	C0012833	metaproterenol	dizziness
-4086	C0013144	metaproterenol	somnolence
-4078	C0013144	mesoridazine	somnolence
-4078	C0012833	mesoridazine	dizziness
-4078	C0009676	mesoridazine	confusion
-4078	C0085631	mesoridazine	agitation
-4078	C0233571	mesoridazine	excitement
-4075	C0009676	5-aminosalicylic acid	confusion
-4075	C0011206	5-aminosalicylic acid	delirium
-4075	C0085633	5-aminosalicylic acid	emotional lability
-4075	C0012833	5-aminosalicylic acid	dizziness
-4075	C0003467	5-aminosalicylic acid	anxiety
-4075	C0013144	5-aminosalicylic acid	somnolence
-16362	C0013144	pimozide	somnolence
-16362	C0012833	pimozide	dizziness
-4775	C0013144	CLT	somnolence
-4775	C0220870	CLT	lightheadedness
-4775	C0233794	CLT	memory impairment
-2022	C0740399	acyclovir	auditory and visual hallucinations
-2022	C0085628	acyclovir	stupor
-2022	C0009676	acyclovir	confusion
-2022	C0011206	acyclovir	delirium
-2022	C0085631	acyclovir	agitation
-2022	C0012833	acyclovir	dizziness
-2022	C0018524	acyclovir	hallucinations
-2022	C0013144	acyclovir	somnolence
-2022	C0220870	acyclovir	lightheadedness
-2021	C0012833	spectinomycin	dizziness
-4064	C0013144	meprobamate	somnolence
-4064	C0012833	meprobamate	dizziness
-4064	C0233571	meprobamate	excitement
-4064	C0015170	meprobamate	euphoria
-4062	C0233571	mepivacaine	excitement
-4062	C0085631	mepivacaine	agitation
-4062	C0041654	mepivacaine	unconsciousness
-4062	C0012833	mepivacaine	dizziness
-4062	C0003467	mepivacaine	anxiety
-4062	C0013144	mepivacaine	somnolence
-4060	C0013144	mephenytoin	somnolence
-4060	C0012833	mephenytoin	dizziness
-4060	C0009676	mephenytoin	confusion
-4060	C0022107	mephenytoin	irritability
-3066	C0085628	dihydroergotamine	stupor
-3066	C0009676	dihydroergotamine	confusion
-3066	C0015170	dihydroergotamine	euphoria
-3066	C0012833	dihydroergotamine	dizziness
-3066	C0003467	dihydroergotamine	anxiety
-3066	C0013144	dihydroergotamine	somnolence
-4058	C0085631	meperidine	agitation
-4058	C0015170	meperidine	euphoria
-4058	C0012833	meperidine	dizziness
-4058	C0018524	meperidine	hallucinations
-4058	C0233477	meperidine	dysphoria
-4058	C1562937	meperidine	transient hallucinations
-4058	C0220870	meperidine	lightheadedness
-4057	C0012833	Cantril	dizziness
-4057	C0013144	Cantril	somnolence
-4057	C0009676	Cantril	confusion
-4054	C0085628	memantine	stupor
-4054	C0009676	memantine	confusion
-4054	C0031212	memantine	personality disorder
-4054	C0011206	memantine	delirium
-4054	C0233632	memantine	thinking abnormal
-4054	C0011551	memantine	depersonalization
-4054	C0085631	memantine	agitation
-4054	C0002622	memantine	amnesia
-4054	C0085633	memantine	emotional lability
-4054	C0085632	memantine	apathy
-4054	C0012833	memantine	dizziness
-4054	C0003467	memantine	anxiety
-4054	C0018524	memantine	hallucinations
-4054	C0013144	memantine	somnolence
-4054	C0011253	memantine	delusions
-4052	C0012833	meloxicam	dizziness
-4052	C0003467	meloxicam	anxiety
-4052	C0220870	meloxicam	lightheadedness
-4052	C0009676	meloxicam	confusion
-4052	C0013144	meloxicam	somnolence
-3406	C0085631	4-methylpyrazole	agitation
-3406	C0012833	4-methylpyrazole	dizziness
-3406	C0003467	4-methylpyrazole	anxiety
-3406	C0522172	4-methylpyrazole	feeling drunk
-3406	C0013144	4-methylpyrazole	somnolence
-3406	C0220870	4-methylpyrazole	lightheadedness
-4046	C0009676	mefloquine	confusion
-4046	C0085631	mefloquine	agitation
-4046	C0012833	mefloquine	dizziness
-4046	C0003467	mefloquine	anxiety
-4046	C0018524	mefloquine	hallucinations
-4046	C0677660	mefloquine	emotional problems
-4046	C0013144	mefloquine	somnolence
-4046	C0013985	mefloquine	emotional disturbances
-5453	C0012833	thiotepa	dizziness
-5453	C0013144	thiotepa	somnolence
-5453	C0009676	thiotepa	confusion
-4044	C0012833	mefenamic acid	dizziness
-4044	C0003467	mefenamic acid	anxiety
-4044	C0009676	mefenamic acid	confusion
-4044	C0013144	mefenamic acid	somnolence
-4044	C0018524	mefenamic acid	hallucinations
-5452	C0013144	thioridazine	somnolence
-5452	C0233571	thioridazine	excitement
-5452	C0009676	thioridazine	confusion
-5452	C0085631	thioridazine	agitation
-11947681	C0233485	nitroprusside	apprehension
-11947681	C0012833	nitroprusside	dizziness
-11947681	C0085631	nitroprusside	agitation
-4036	C0012833	meclofenamate	dizziness
-1986	C0013144	acetazolamide	somnolence
-1986	C0233571	acetazolamide	excitement
-1986	C0009676	acetazolamide	confusion
-1986	C0012833	acetazolamide	dizziness
-71616	C0009676	voriconazole	confusion
-71616	C0011206	voriconazole	delirium
-71616	C0011551	voriconazole	depersonalization
-71616	C0085631	voriconazole	agitation
-71616	C0002622	voriconazole	amnesia
-71616	C0015170	voriconazole	euphoria
-71616	C0012833	voriconazole	dizziness
-71616	C0003467	voriconazole	anxiety
-71616	C0018524	voriconazole	hallucinations
-71616	C0013144	voriconazole	somnolence
-4768	C0013144	phenoxybenzamine	somnolence
-1978	C0751295	acebutolol	memory loss
-1978	C0009676	acebutolol	confusion
-1978	C0085633	acebutolol	emotional lability
-1978	C0012833	acebutolol	dizziness
-1978	C0003467	acebutolol	anxiety
-1978	C0018524	acebutolol	hallucinations
-1978	C0011570	acebutolol	mental depression
-1978	C0013144	acebutolol	somnolence
-1978	C0220870	acebutolol	lightheadedness
-1972	C0085628	amphotericin B	stupor
-1972	C0009676	amphotericin B	confusion
-1972	C0233632	amphotericin B	thinking abnormal
-1972	C0085631	amphotericin B	agitation
-1972	C0012833	amphotericin B	dizziness
-1972	C0003467	amphotericin B	anxiety
-1972	C0018524	amphotericin B	hallucinations
-1972	C0013144	amphotericin B	somnolence
-1971	C0012833	abacavir	dizziness
-1971	C0003467	abacavir	anxiety
-3086258	C0003467	porfimer sodium	anxiety
-3086258	C0009676	porfimer sodium	confusion
-6476	C0013144	methsuximide	somnolence
-6476	C0012833	methsuximide	dizziness
-6476	C0009676	methsuximide	confusion
-6476	C0233762	methsuximide	auditory hallucinations
-6476	C0022107	methsuximide	irritability
-4011	C0009676	maprotiline	confusion
-4011	C0085631	maprotiline	agitation
-4011	C0012833	maprotiline	dizziness
-4011	C0018524	maprotiline	hallucinations
-4011	C0013144	maprotiline	somnolence
-4011	C0011253	maprotiline	delusions
-6058	C0009676	cysteamine	confusion
-6058	C0233632	cysteamine	thinking abnormal
-6058	C0085633	cysteamine	emotional lability
-6058	C0012833	cysteamine	dizziness
-6058	C0018524	cysteamine	hallucinations
-6058	C0013144	cysteamine	somnolence
-3739	C0012833	iodipamide	dizziness
-3739	C0085631	iodipamide	agitation
-30623	C0012833	dexrazoxane	dizziness
-163742	C0012833	fondaparinux sodium	dizziness
-163742	C0003467	fondaparinux sodium	anxiety
-163742	C0009676	fondaparinux sodium	confusion
-657298	C0013144	propylthiouracil	somnolence
-1935	C0009676	THA	confusion
-1935	C0011206	THA	delirium
-1935	C0233632	THA	thinking abnormal
-1935	C0085631	THA	agitation
-1935	C0002622	THA	amnesia
-1935	C0085632	THA	apathy
-1935	C0012833	THA	dizziness
-1935	C0003467	THA	anxiety
-1935	C0018524	THA	hallucinations
-1935	C0013144	THA	somnolence
-5462337	C0012833	ads	dizziness
-5462337	C0013144	ads	somnolence
-5462337	C0220870	ads	lightheadedness
-5462337	C0085633	ads	emotional lability
-5462337	C0022107	ads	irritability
-3964	C0013144	loxapine	somnolence
-3964	C0012833	loxapine	dizziness
-3964	C0220870	loxapine	lightheadedness
-3964	C0009676	loxapine	confusion
-3964	C0085631	loxapine	agitation
-3962	C0012833	lovastatin	dizziness
-3962	C0003467	lovastatin	anxiety
-3962	C0751295	lovastatin	memory loss
-3961	C0009676	losartan	confusion
-3961	C0085631	losartan	agitation
-3961	C0012833	losartan	dizziness
-3961	C0003467	losartan	anxiety
-3961	C0013144	losartan	somnolence
-3961	C0233794	losartan	memory impairment
-166548	C0012833	Ly	dizziness
-3958	C0085628	lorazepam	stupor
-3958	C0009676	lorazepam	confusion
-3958	C0011206	lorazepam	delirium
-3958	C0233632	lorazepam	thinking abnormal
-3958	C0085631	lorazepam	agitation
-3958	C0002622	lorazepam	amnesia
-3958	C0022107	lorazepam	irritability
-3958	C0012833	lorazepam	dizziness
-3958	C0018524	lorazepam	hallucinations
-3958	C0015170	lorazepam	euphoria
-3958	C0233795	lorazepam	anterograde amnesia
-3958	C0233794	lorazepam	memory impairment
-3958	C0233796	lorazepam	transient amnesia
-3957	C0012833	loratadine	dizziness
-3957	C0013144	loratadine	somnolence
-10100	C0015170	propoxyphene	euphoria
-10100	C0012833	propoxyphene	dizziness
-10100	C0233492	propoxyphene	elation
-10100	C0018524	propoxyphene	hallucinations
-10100	C0233477	propoxyphene	dysphoria
-10100	C0013144	propoxyphene	somnolence
-10100	C0220870	propoxyphene	lightheadedness
-3954	C0012833	loperamide	dizziness
-3954	C0013144	loperamide	somnolence
-3948	C0009676	lomefloxacin	confusion
-3948	C0564408	lomefloxacin	manic
-3948	C0233632	lomefloxacin	thinking abnormal
-3948	C0085631	lomefloxacin	agitation
-3948	C0011551	lomefloxacin	depersonalization
-3948	C0012833	lomefloxacin	dizziness
-3948	C0003467	lomefloxacin	anxiety
-3948	C0018524	lomefloxacin	hallucinations
-3948	C0013144	lomefloxacin	somnolence
-3405	C0233571	folate	excitement
-3405	C0009676	folate	confusion
-3405	C0011570	folate	mental depression
-3405	C0022107	folate	irritability
-16231	C0012833	amiloride	dizziness
-16231	C0013144	amiloride	somnolence
-16231	C0085628	amiloride	stupor
-16231	C0009676	amiloride	confusion
-16231	C0085631	amiloride	agitation
-3937	C0012833	lisinopril	dizziness
-3937	C0013144	lisinopril	somnolence
-3937	C0009676	lisinopril	confusion
-3937	C0233794	lisinopril	memory impairment
-3937	C0022107	lisinopril	irritability
-5978	C0012833	vincristine	dizziness
-5978	C0018524	vincristine	hallucinations
-5978	C0085631	vincristine	agitation
-5978	C0011570	vincristine	mental depression
-3929	C0012833	linezolid	dizziness
-3929	C0013144	linezolid	somnolence
-3002190	C0012833	telithromycin	dizziness
-3002190	C0013144	telithromycin	somnolence
-3002190	C0233414	telithromycin	disturbance in attention
-3002190	C0003467	telithromycin	anxiety
-3042	C0012833	dicyclomine	dizziness
-3042	C0013144	dicyclomine	somnolence
-3042	C0009676	dicyclomine	confusion
-3042	C0220870	dicyclomine	lightheadedness
-3042	C0233571	dicyclomine	excitement
-83786	C0013144	allopurinol	somnolence
-83786	C0012833	allopurinol	dizziness
-83786	C0009676	allopurinol	confusion
-83786	C0002622	allopurinol	amnesia
-34633	C0751295	moricizine	memory loss
-34633	C0009676	moricizine	confusion
-34633	C0085631	moricizine	agitation
-34633	C0015170	moricizine	euphoria
-34633	C0012833	moricizine	dizziness
-34633	C0003467	moricizine	anxiety
-34633	C0018524	moricizine	hallucinations
-34633	C0013144	moricizine	somnolence
-3911	C0009676	leuprolide acetate	confusion
-3911	C0031212	leuprolide acetate	personality disorder
