21035lbl	C0013144	somnolence
21035lbl	C0012833	dizziness
21035lbl	C0002622	Amnesia
21035lbl	C0003467	Anxiety
21035lbl	C0012833	Dizziness
21035lbl	C0085633	Emotional Lability
21035lbl	C0013144	Somnolence
21035lbl	C0009676	confusion
21035lbl	C0233632	thinking abnormal
21038lbl	C0012833	Dizziness
21038lbl	C0085631	Agitation
21038lbl	C0009676	Confusion
21038lbl	C0011206	Delirium
21038lbl	C0018524	Hallucination
21038lbl	C0020903	Illusion
21038lbl	C0013144	Somnolence
019384s045lbl	C0012833	dizziness
019384s045lbl	C0013144	somnolence
019384s045lbl	C0003467	anxiety
019384s045lbl	C0009676	confusion
21041lbl	C0009676	Confusion
21041lbl	C0013144	Somnolence
019384s046lbl	C0012833	dizziness
019384s046lbl	C0013144	somnolence
019384s046lbl	C0003467	anxiety
019384s046lbl	C0009676	confusion
21042lbl	C0012833	Dizziness
21042lbl	C0013144	somnolence
21042lbl	C0003467	anxiety
020291s020lbl	C0012833	dizziness
020291s020lbl	C0013144	drowsiness
050786s001lbl	C0012833	Dizziness
050786s001lbl	C0003467	Anxiety
020459s006lbl	C0233477	dysphoria
020459s006lbl	C0012833	Dizziness
020459s006lbl	C0013144	Somnolence
020459s006lbl	C0085631	agitation
020459s006lbl	C0009676	confusion
21048lbl	C0085633	Emotional lability
019384s052lbl	C0012833	dizziness
019384s052lbl	C0013144	somnolence
019384s052lbl	C0003467	anxiety
019384s052lbl	C0009676	confusion
021692s005s007lbl	C0012833	Dizziness
021692s005s007lbl	C0013144	Somnolence
021692s005s007lbl	C0003467	anxiety
021692s005s007lbl	C0085631	restlessness
021692s005s007lbl	C0152128	drug withdrawal syndrome
021692s005s007lbl	C0233414	disturbance in attention
021692s005s007lbl	C0549239	dizziness aggravated
021692s005s007lbl	C0235146	euphoric mood
021692s005s007lbl	C0022107	irritability
021692s005s007lbl	C0085631	agitation
21055lbl	C0009676	confusion
21055lbl	C0085631	agitation
21055lbl	C0012833	dizziness
21257scp012,slr013_travitran_lbl	C0003467	anxiety
21064lbl	C0012833	dizziness
21064lbl	C0012833	Dizziness
10926s030lbl	C0013144	Drowsiness
10926s030lbl	C0013144	somnolence
10926s030lbl	C0012833	dizziness
10926s030lbl	C0009676	confusion
10926s030lbl	C0015170	euphoria
10926s030lbl	C0018524	Hallucinations
10926s030lbl	C0011206	delirium
10926s030lbl	C0085631	agitated behavior
19777se5-044,slr042_zestril_lbl	C0012833	Dizziness
19777se5-044,slr042_zestril_lbl	C0233794	memory impairment
19777se5-044,slr042_zestril_lbl	C0009676	confusion
19777se5-044,slr042_zestril_lbl	C0013144	somnolence
19777se5-044,slr042_zestril_lbl	C0022107	irritability
20903slr032_rebetol_lbl	C0085633	emotional lability
20903slr032_rebetol_lbl	C0022107	irritability
20903slr032_rebetol_lbl	C0012833	Dizziness
20903slr032_rebetol_lbl	C0022107	Irritability
20903slr032_rebetol_lbl	C0085633	Emotional lability
20903slr032_rebetol_lbl	C0003467	Anxiety
20903slr032_rebetol_lbl	C0085631	Agitation
20553s22lbl	C0013144	somnolence
20553s22lbl	C0012833	dizziness
20553s22lbl	C0013144	Somnolence
20553s22lbl	C0012833	Dizziness
20553s22lbl	C0009676	confusion
20553s22lbl	C0003467	anxiety
20553s22lbl	C0015170	euphoria
20553s22lbl	C0085631	agitation
20553s22lbl	C0002622	amnesia
20553s22lbl	C0011551	depersonalization
20553s22lbl	C0085633	emotional lability
20553s22lbl	C0018524	hallucination
20553s22lbl	C0085628	stupor
21085lbl	C0012833	dizziness
21085lbl	C0003467	anxiety
21085lbl	C0009676	confusion
21085lbl	C0018524	hallucinations
21085lbl	C0011551	depersonalization
21085lbl	C0013144	somnolence
21086lbl	C0012833	Dizziness
21086lbl	C0031212	Personality disorder
21086lbl	C0013144	Somnolence
21086lbl	C0085631	agitation
21086lbl	C0003467	anxiety
21086lbl	C0085632	apathy
21086lbl	C0009676	confusion
21086lbl	C0018524	hallucinations
21086lbl	C0031212	personality disorder
21086lbl	C0233632	thinking abnormal
21086lbl	C0085633	emotional lability
21086lbl	C0015170	euphoria
21086lbl	C0002622	amnesia
21086lbl	C0011206	delirium
21086lbl	C0011551	depersonalization
21086lbl	C0085628	stupor
21088lbl	C0012833	Dizziness
21088lbl	C0002622	amnesia
21088lbl	C0003467	anxiety
50740slr014_ambisome_lbl	C0003467	Anxiety
50740slr014_ambisome_lbl	C0009676	Confusion
50740slr014_ambisome_lbl	C0012833	Dizziness
50740slr014_ambisome_lbl	C0085631	agitation
50740slr014_ambisome_lbl	C0012833	dizziness
50740slr014_ambisome_lbl	C0018524	hallucinations
50740slr014_ambisome_lbl	C0013144	somnolence
050662s040,050698s022,050775s011lbl	C0012833	dizziness
050662s040,050698s022,050775s011lbl	C0003467	anxiety
050662s040,050698s022,050775s011lbl	C0009676	confusional states
050662s040,050698s022,050775s011lbl	C0011551	depersonalization
050662s040,050698s022,050775s011lbl	C0018524	hallucinations
050662s040,050698s022,050775s011lbl	C0564408	manic
20263slr024_lupron_lbl	C0031212	Personality Disorder
20263slr024_lupron_lbl	C0013144	Somnolence
20263slr024_lupron_lbl	C0085633	Emotional Lability
21097lbl	C0220870	lightheadedness
21098lbl	C0011570	Mental depression
21098lbl	C0012833	Dizziness
21098lbl	C0085633	Emotional Lability
20903slr029_rebetol_lbl	C0012833	Dizziness
20903slr029_rebetol_lbl	C0022107	Irritability
20903slr029_rebetol_lbl	C0085633	emotional lability
021411s004s012s013s015s021lbl	C0022107	irritability
021411s004s012s013s015s021lbl	C0013144	somnolence
021411s004s012s013s015s021lbl	C0012833	dizziness
021411s004s012s013s015s021lbl	C0085633	mood swings
021411s004s012s013s015s021lbl	C0012833	Dizziness
021411s004s012s013s015s021lbl	C0013144	Somnolence
021411s004s012s013s015s021lbl	C0022107	Irritability
021411s004s012s013s015s021lbl	C0085633	Mood swings
021411s004s012s013s015s021lbl	C0424109	tearfulness
21103lbl	C0085633	Emotional Lability
21103lbl	C0012833	dizziness
21105lbl	C0018524	Hallucinations
21105lbl	C0085632	apathy
020687s013lbl	C0012833	Dizziness
020687s013lbl	C0003467	Anxiety
020687s013lbl	C0220870	lightheadedness
20130s7lbl	C0011570	Mental depression
20130s7lbl	C0012833	Dizziness
21114lbl	C0003467	Anxiety
21114lbl	C0012833	dizziness
21116lbl	C0003467	anxiety
21116lbl	C0022107	irritability
21116lbl	C0085633	emotional lability
20708S011lbl	C0085633	emotional lability
20708S011lbl	C0012833	Dizziness
20708S011lbl	C0003467	Anxiety
20708S011lbl	C0011253	Delusions
20708S011lbl	C0025261	Memory disorder
20708S011lbl	C0031212	Personality disorder
20708S011lbl	C0085631	agitation
20708S011lbl	C0085633	Emotional Lability
20708S011lbl	C0025261	Memory Disorder
20708S011lbl	C0085633	mood swings
50429s083lbl	C0013144	drowsiness
50429s083lbl	C0012833	dizziness
50429s083lbl	C0009676	mental confusion
20702s25lbl	C0012833	dizziness
20702s25lbl	C0013144	somnolence
20702s25lbl	C0002622	amnesia
20702s25lbl	C0085633	emotional lability
21121lbl	C0344315	sadness
21121lbl	C0013144	somnolence
21121lbl	C0012833	Dizziness
21121lbl	C0012833	dizziness
21121lbl	C0013144	drowsiness
21121lbl	C0344315	depressed mood
21123lbl	C0013144	Somnolence
21123lbl	C0012833	Dizziness
21123lbl	C0003467	anxiety
21123lbl	C0009676	confusion
21123lbl	C0015170	euphoria
21123lbl	C0013144	somnolence
21123lbl	C0085628	stupor
21123lbl	C0002622	Amnesia
21123lbl	C0011551	depersonalization
21123lbl	C0085633	emotional lability
21123lbl	C0018524	hallucination
21123lbl	C0233632	abnormal thinking
21123lbl	C0338656	cognitive dysfunction
21123lbl	C0085631	agitation
21590_fazaclo_lbl	C0013144	drowsiness
21590_fazaclo_lbl	C0012833	dizziness
21590_fazaclo_lbl	C0013144	Drowsiness
21590_fazaclo_lbl	C0012833	Dizziness
21590_fazaclo_lbl	C0085631	Restlessness
21590_fazaclo_lbl	C0085631	Agitation
21590_fazaclo_lbl	C0009676	Confusion
21590_fazaclo_lbl	C0003467	Anxiety
21590_fazaclo_lbl	C0011253	delusions
21590_fazaclo_lbl	C0018524	hallucinations
21590_fazaclo_lbl	C0002622	amnesia
21590_fazaclo_lbl	C0751295	memory loss
21590_fazaclo_lbl	C0022107	irritability
21590_fazaclo_lbl	C0011206	delirium
20702s33lbl	C0012833	dizziness
20702s33lbl	C0013144	somnolence
20702s33lbl	C0002622	amnesia
20702s33lbl	C0085633	emotional lability
21130lbl	C0012833	Dizziness
050720s024lbl	C0085631	Agitation
050720s024lbl	C0003467	anxiety
050720s024lbl	C0009676	confusion
050720s024lbl	C0012833	dizziness
021205s011lbl	C0003467	Anxiety
021205s011lbl	C0012833	Dizziness
21135lbl	C0012833	dizziness
004782s141lbl	C0012833	Dizziness
004782s141lbl	C0011570	Mental depression
004782s141lbl	C0022107	Irritability
004782s142lbl	C0012833	Dizziness
004782s142lbl	C0011570	Mental depression
004782s142lbl	C0022107	Irritability
021205s014lbl	C0003467	Anxiety
021205s014lbl	C0012833	Dizziness
103000s5050lbl	C0012833	dizziness
103000s5050lbl	C0013144	drowsiness
103000s5050lbl	C0003467	anxiety
004782s146lbl	C0012833	Dizziness
004782s146lbl	C0011570	Mental depression
004782s146lbl	C0022107	Irritability
021205s018lbl	C0003467	Anxiety
021205s018lbl	C0012833	Dizziness
004782s147lbl	C0012833	Dizziness
004782s147lbl	C0011570	Mental depression
004782s147lbl	C0022107	Irritability
21567_reyataz_lbl	C0012833	Dizziness
21567_reyataz_lbl	C0085631	agitation
21567_reyataz_lbl	C0002622	amnesia
21567_reyataz_lbl	C0003467	anxiety
21567_reyataz_lbl	C0009676	confusion
21567_reyataz_lbl	C0085633	emotional lability
21567_reyataz_lbl	C0018524	hallucination
21567_reyataz_lbl	C0013144	somnolence
21145lbl	C0012833	Dizziness
21149lbl	C0012833	dizziness
21149lbl	C0085633	emotional lability
004782s155lbl	C0012833	Dizziness
004782s155lbl	C0011570	Mental depression
004782s155lbl	C0022107	Irritability
21151lbl	C0012833	Dizziness
21153lbl	C0085632	apathy
21153lbl	C0009676	confusion
21153lbl	C0012833	dizziness
21153lbl	C0013144	somnolence
21156lbl	C0012833	Dizziness
21156lbl	C0003467	anxiety
21156lbl	C0013144	somnolence
020560s038_021575s007lbl	C0012833	dizziness
019906s34lbl	C0013144	somnolence
019906s34lbl	C0012833	dizziness
019906s34lbl	C0013144	Somnolence
019906s34lbl	C0012833	Dizziness
019906s34lbl	C0233794	Memory impairment
019906s34lbl	C0003467	Anxiety
019906s34lbl	C0009676	Confusion
019906s34lbl	C0085631	Agitation
019906s34lbl	C0011551	Depersonalization
019906s34lbl	C0022107	Irritability
019906s34lbl	C0085633	Emotional lability
019906s34lbl	C0022107	irritable
019906s34lbl	C0233632	abnormal thinking
019906s34lbl	C0085632	apathy
019906s34lbl	C0011206	delirium
019906s34lbl	C0011253	delusion
019906s34lbl	C0015170	euphoria
019906s34lbl	C0018524	hallucinations
019906s34lbl	C0233773	hypnagogic hallucinations
019906s34lbl	C0564408	manic
